id,full_name,gender,governorate,party
2334,Candidate 2334,Male,Basra,Progressive Movement
2335,Candidate 2335,Female,Sulaymaniyah,Renewal Front
2336,Candidate 2336,Male,Najaf,Unity Alliance
2337,Candidate 2337,Male,Sulaymaniyah,Justice Bloc
2338,Candidate 2338,Female,Karbala,Renewal Front
2339,Candidate 2339,Male,Dhi Qar,Unity Alliance
2340,Candidate 2340,Female,Basra,Justice Bloc
2341,Candidate 2341,Male,Kirkuk,Progressive Movement
2342,Candidate 2342,Female,Sulaymaniyah,People First
2343,Candidate 2343,Male,Basra,People First
2344,Candidate 2344,Female,Basra,Justice Bloc
2345,Candidate 2345,Female,Najaf,Renewal Front
2346,Candidate 2346,Female,Najaf,Progressive Movement
2347,Candidate 2347,Female,Erbil,Justice Bloc
2348,Candidate 2348,Male,Basra,Justice Bloc
2349,Candidate 2349,Female,Nineveh,Unity Alliance
2350,Candidate 2350,Female,Basra,Justice Bloc
2351,Candidate 2351,Female,Kirkuk,Unity Alliance
2352,Candidate 2352,Male,Nineveh,Justice Bloc
2353,Candidate 2353,Female,Anbar,Unity Alliance
2354,Candidate 2354,Male,Basra,People First
2355,Candidate 2355,Male,Sulaymaniyah,Progressive Movement
2356,Candidate 2356,Female,Basra,Progressive Movement
2357,Candidate 2357,Female,Najaf,People First
2358,Candidate 2358,Female,Dhi Qar,People First
2359,Candidate 2359,Female,Anbar,Justice Bloc
2360,Candidate 2360,Female,Kirkuk,People First
2361,Candidate 2361,Male,Najaf,Unity Alliance
2362,Candidate 2362,Male,Erbil,Justice Bloc
2363,Candidate 2363,Female,Karbala,Progressive Movement
2364,Candidate 2364,Male,Basra,Unity Alliance
2365,Candidate 2365,Male,Najaf,Unity Alliance
2366,Candidate 2366,Male,Dhi Qar,Renewal Front
2367,Candidate 2367,Female,Nineveh,People First
2368,Candidate 2368,Male,Basra,Renewal Front
2369,Candidate 2369,Female,Najaf,Progressive Movement
2370,Candidate 2370,Female,Najaf,Justice Bloc
2371,Candidate 2371,Female,Kirkuk,People First
2372,Candidate 2372,Male,Baghdad,Justice Bloc
2373,Candidate 2373,Male,Dhi Qar,Justice Bloc
2374,Candidate 2374,Female,Dhi Qar,Justice Bloc
2375,Candidate 2375,Female,Baghdad,Unity Alliance
2376,Candidate 2376,Male,Kirkuk,People First
2377,Candidate 2377,Male,Najaf,Justice Bloc
2378,Candidate 2378,Male,Erbil,Justice Bloc
2379,Candidate 2379,Female,Basra,Renewal Front
2380,Candidate 2380,Female,Kirkuk,Renewal Front
2381,Candidate 2381,Female,Najaf,Renewal Front
2382,Candidate 2382,Male,Kirkuk,Unity Alliance
2383,Candidate 2383,Female,Erbil,Justice Bloc
2384,Candidate 2384,Female,Anbar,People First
2385,Candidate 2385,Female,Sulaymaniyah,Unity Alliance
2386,Candidate 2386,Male,Anbar,Unity Alliance
2387,Candidate 2387,Male,Sulaymaniyah,People First
2388,Candidate 2388,Male,Sulaymaniyah,Justice Bloc
2389,Candidate 2389,Male,Dhi Qar,People First
2390,Candidate 2390,Female,Dhi Qar,People First
2391,Candidate 2391,Male,Karbala,Progressive Movement
2392,Candidate 2392,Male,Erbil,Renewal Front
2393,Candidate 2393,Male,Basra,People First
2394,Candidate 2394,Male,Sulaymaniyah,Progressive Movement
2395,Candidate 2395,Male,Kirkuk,People First
2396,Candidate 2396,Male,Najaf,Justice Bloc
2397,Candidate 2397,Female,Erbil,Unity Alliance
2398,Candidate 2398,Female,Anbar,Unity Alliance
2399,Candidate 2399,Female,Dhi Qar,Renewal Front
2400,Candidate 2400,Female,Sulaymaniyah,Renewal Front
2401,Candidate 2401,Male,Najaf,Unity Alliance
2402,Candidate 2402,Male,Sulaymaniyah,Justice Bloc
2403,Candidate 2403,Female,Nineveh,Renewal Front
2404,Candidate 2404,Female,Sulaymaniyah,Justice Bloc
2405,Candidate 2405,Male,Najaf,Unity Alliance
2406,Candidate 2406,Male,Erbil,People First
2407,Candidate 2407,Male,Erbil,Renewal Front
2408,Candidate 2408,Female,Karbala,Renewal Front
2409,Candidate 2409,Male,Anbar,Unity Alliance
2410,Candidate 2410,Female,Erbil,Unity Alliance
2411,Candidate 2411,Female,Dhi Qar,Progressive Movement
2412,Candidate 2412,Female,Basra,People First
2413,Candidate 2413,Female,Dhi Qar,Renewal Front
2414,Candidate 2414,Female,Karbala,Justice Bloc
2415,Candidate 2415,Female,Erbil,Renewal Front
2416,Candidate 2416,Female,Kirkuk,Progressive Movement
2417,Candidate 2417,Male,Kirkuk,Progressive Movement
2418,Candidate 2418,Female,Karbala,Justice Bloc
2419,Candidate 2419,Female,Kirkuk,Renewal Front
2420,Candidate 2420,Female,Anbar,Unity Alliance
2421,Candidate 2421,Male,Sulaymaniyah,Justice Bloc
2422,Candidate 2422,Male,Karbala,Progressive Movement
2423,Candidate 2423,Female,Dhi Qar,Justice Bloc
2424,Candidate 2424,Female,Basra,Progressive Movement
2425,Candidate 2425,Female,Erbil,People First
2426,Candidate 2426,Male,Erbil,Renewal Front
2427,Candidate 2427,Male,Dhi Qar,Progressive Movement
2428,Candidate 2428,Male,Nineveh,Progressive Movement
2429,Candidate 2429,Male,Karbala,People First
2430,Candidate 2430,Female,Najaf,Renewal Front
2431,Candidate 2431,Female,Dhi Qar,Unity Alliance
2432,Candidate 2432,Male,Nineveh,People First
2433,Candidate 2433,Male,Baghdad,People First
2434,Candidate 2434,Female,Kirkuk,Progressive Movement
2435,Candidate 2435,Male,Najaf,Unity Alliance
2436,Candidate 2436,Male,Basra,People First
2437,Candidate 2437,Female,Basra,Justice Bloc
2438,Candidate 2438,Female,Basra,Justice Bloc
2439,Candidate 2439,Male,Karbala,Unity Alliance
2440,Candidate 2440,Male,Kirkuk,Renewal Front
2441,Candidate 2441,Female,Najaf,Unity Alliance
2442,Candidate 2442,Male,Anbar,Unity Alliance
2443,Candidate 2443,Female,Sulaymaniyah,Renewal Front
2444,Candidate 2444,Female,Karbala,Justice Bloc
2445,Candidate 2445,Male,Nineveh,Unity Alliance
2446,Candidate 2446,Male,Karbala,People First
2447,Candidate 2447,Female,Dhi Qar,People First
2448,Candidate 2448,Male,Najaf,Renewal Front
2449,Candidate 2449,Female,Basra,People First
2450,Candidate 2450,Female,Najaf,Progressive Movement
2451,Candidate 2451,Female,Nineveh,People First
2452,Candidate 2452,Female,Sulaymaniyah,People First
2453,Candidate 2453,Male,Anbar,Unity Alliance
2454,Candidate 2454,Male,Karbala,People First
2455,Candidate 2455,Female,Erbil,People First
2456,Candidate 2456,Male,Kirkuk,Progressive Movement
2457,Candidate 2457,Female,Dhi Qar,Unity Alliance
2458,Candidate 2458,Female,Erbil,People First
2459,Candidate 2459,Male,Karbala,People First
2460,Candidate 2460,Male,Nineveh,Justice Bloc
2461,Candidate 2461,Female,Dhi Qar,Unity Alliance
2462,Candidate 2462,Female,Basra,Justice Bloc
2463,Candidate 2463,Female,Dhi Qar,People First
2464,Candidate 2464,Female,Basra,Progressive Movement
2465,Candidate 2465,Female,Kirkuk,Unity Alliance
2466,Candidate 2466,Female,Dhi Qar,Renewal Front
2467,Candidate 2467,Female,Najaf,Unity Alliance
2468,Candidate 2468,Male,Nineveh,Justice Bloc
2469,Candidate 2469,Male,Baghdad,Justice Bloc
2470,Candidate 2470,Male,Erbil,People First
2471,Candidate 2471,Male,Basra,Progressive Movement
2472,Candidate 2472,Male,Kirkuk,Progressive Movement
2473,Candidate 2473,Female,Sulaymaniyah,Justice Bloc
2474,Candidate 2474,Female,Nineveh,People First
2475,Candidate 2475,Male,Anbar,People First
2476,Candidate 2476,Female,Karbala,Unity Alliance
2477,Candidate 2477,Female,Sulaymaniyah,Progressive Movement
2478,Candidate 2478,Female,Dhi Qar,Renewal Front
2479,Candidate 2479,Male,Baghdad,Unity Alliance
2480,Candidate 2480,Male,Basra,Justice Bloc
2481,Candidate 2481,Male,Erbil,Progressive Movement
2482,Candidate 2482,Male,Dhi Qar,Renewal Front
2483,Candidate 2483,Female,Anbar,People First
2484,Candidate 2484,Male,Basra,People First
2485,Candidate 2485,Male,Anbar,Unity Alliance
2486,Candidate 2486,Male,Kirkuk,Justice Bloc
2487,Candidate 2487,Female,Najaf,Unity Alliance
2488,Candidate 2488,Male,Karbala,Progressive Movement
2489,Candidate 2489,Female,Erbil,Justice Bloc
2490,Candidate 2490,Female,Nineveh,Justice Bloc
2491,Candidate 2491,Male,Anbar,Progressive Movement
2492,Candidate 2492,Female,Karbala,Justice Bloc
2493,Candidate 2493,Male,Dhi Qar,Progressive Movement
2494,Candidate 2494,Male,Erbil,People First
2495,Candidate 2495,Male,Anbar,Justice Bloc
2496,Candidate 2496,Male,Sulaymaniyah,Renewal Front
2497,Candidate 2497,Female,Basra,Unity Alliance
2498,Candidate 2498,Female,Nineveh,People First
2499,Candidate 2499,Female,Karbala,Justice Bloc
2500,Candidate 2500,Female,Anbar,People First
2501,Candidate 2501,Male,Basra,Renewal Front
2502,Candidate 2502,Male,Baghdad,People First
2503,Candidate 2503,Male,Najaf,People First
2504,Candidate 2504,Male,Baghdad,People First
2505,Candidate 2505,Female,Erbil,Justice Bloc
2506,Candidate 2506,Female,Nineveh,Renewal Front
2507,Candidate 2507,Male,Anbar,Progressive Movement
2508,Candidate 2508,Female,Nineveh,Renewal Front
2509,Candidate 2509,Female,Sulaymaniyah,Justice Bloc
2510,Candidate 2510,Male,Basra,People First
2511,Candidate 2511,Female,Nineveh,People First
2512,Candidate 2512,Male,Sulaymaniyah,Unity Alliance
2513,Candidate 2513,Male,Najaf,People First
2514,Candidate 2514,Female,Dhi Qar,People First
2515,Candidate 2515,Female,Anbar,People First
2516,Candidate 2516,Female,Dhi Qar,Progressive Movement
2517,Candidate 2517,Female,Najaf,Progressive Movement
2518,Candidate 2518,Female,Baghdad,Progressive Movement
2519,Candidate 2519,Male,Baghdad,Progressive Movement
2520,Candidate 2520,Male,Baghdad,Justice Bloc
2521,Candidate 2521,Female,Nineveh,Justice Bloc
2522,Candidate 2522,Female,Basra,Justice Bloc
2523,Candidate 2523,Male,Najaf,People First
2524,Candidate 2524,Female,Najaf,Justice Bloc
2525,Candidate 2525,Male,Nineveh,Unity Alliance
2526,Candidate 2526,Female,Basra,Progressive Movement
2527,Candidate 2527,Female,Nineveh,Progressive Movement
2528,Candidate 2528,Female,Anbar,Renewal Front
2529,Candidate 2529,Male,Anbar,Unity Alliance
2530,Candidate 2530,Male,Dhi Qar,Unity Alliance
2531,Candidate 2531,Male,Najaf,Unity Alliance
2532,Candidate 2532,Female,Baghdad,People First
2533,Candidate 2533,Male,Dhi Qar,People First
2534,Candidate 2534,Male,Sulaymaniyah,Progressive Movement
2535,Candidate 2535,Male,Basra,Justice Bloc
2536,Candidate 2536,Female,Najaf,People First
2537,Candidate 2537,Male,Sulaymaniyah,Unity Alliance
2538,Candidate 2538,Female,Sulaymaniyah,Renewal Front
2539,Candidate 2539,Male,Karbala,Unity Alliance
2540,Candidate 2540,Female,Sulaymaniyah,Unity Alliance
2541,Candidate 2541,Male,Kirkuk,Renewal Front
2542,Candidate 2542,Female,Basra,Justice Bloc
2543,Candidate 2543,Female,Nineveh,Progressive Movement
2544,Candidate 2544,Female,Basra,Unity Alliance
2545,Candidate 2545,Male,Nineveh,Justice Bloc
2546,Candidate 2546,Female,Erbil,Progressive Movement
2547,Candidate 2547,Male,Erbil,Justice Bloc
2548,Candidate 2548,Female,Erbil,Renewal Front
2549,Candidate 2549,Male,Sulaymaniyah,Unity Alliance
2550,Candidate 2550,Female,Kirkuk,Progressive Movement
2551,Candidate 2551,Female,Najaf,Justice Bloc
2552,Candidate 2552,Female,Erbil,Renewal Front
2553,Candidate 2553,Female,Basra,Justice Bloc
2554,Candidate 2554,Female,Anbar,Progressive Movement
2555,Candidate 2555,Female,Dhi Qar,Unity Alliance
2556,Candidate 2556,Male,Kirkuk,People First
2557,Candidate 2557,Female,Karbala,Progressive Movement
2558,Candidate 2558,Female,Kirkuk,Renewal Front
2559,Candidate 2559,Male,Erbil,Justice Bloc
2560,Candidate 2560,Female,Basra,Justice Bloc
2561,Candidate 2561,Female,Nineveh,Progressive Movement
2562,Candidate 2562,Female,Karbala,Renewal Front
2563,Candidate 2563,Female,Erbil,Renewal Front
2564,Candidate 2564,Male,Kirkuk,Unity Alliance
2565,Candidate 2565,Male,Kirkuk,Unity Alliance
2566,Candidate 2566,Female,Dhi Qar,Unity Alliance
2567,Candidate 2567,Female,Anbar,People First
2568,Candidate 2568,Female,Erbil,Renewal Front
2569,Candidate 2569,Male,Kirkuk,Unity Alliance
2570,Candidate 2570,Male,Najaf,Progressive Movement
2571,Candidate 2571,Male,Dhi Qar,Unity Alliance
2572,Candidate 2572,Male,Dhi Qar,People First
2573,Candidate 2573,Female,Anbar,Justice Bloc
2574,Candidate 2574,Female,Anbar,People First
2575,Candidate 2575,Female,Nineveh,Progressive Movement
2576,Candidate 2576,Male,Basra,Renewal Front
2577,Candidate 2577,Female,Basra,Justice Bloc
2578,Candidate 2578,Male,Baghdad,Justice Bloc
2579,Candidate 2579,Male,Baghdad,Progressive Movement
2580,Candidate 2580,Female,Najaf,Justice Bloc
2581,Candidate 2581,Female,Erbil,Renewal Front
2582,Candidate 2582,Female,Dhi Qar,People First
2583,Candidate 2583,Male,Nineveh,Progressive Movement
2584,Candidate 2584,Male,Karbala,Unity Alliance
2585,Candidate 2585,Male,Karbala,Unity Alliance
2586,Candidate 2586,Male,Najaf,Progressive Movement
2587,Candidate 2587,Male,Dhi Qar,Renewal Front
2588,Candidate 2588,Male,Basra,People First
2589,Candidate 2589,Female,Nineveh,Justice Bloc
2590,Candidate 2590,Female,Baghdad,Unity Alliance
2591,Candidate 2591,Male,Nineveh,Justice Bloc
2592,Candidate 2592,Female,Najaf,Unity Alliance
2593,Candidate 2593,Female,Anbar,Progressive Movement
2594,Candidate 2594,Male,Erbil,Renewal Front
2595,Candidate 2595,Female,Baghdad,People First
2596,Candidate 2596,Male,Basra,Justice Bloc
2597,Candidate 2597,Female,Najaf,Renewal Front
2598,Candidate 2598,Female,Baghdad,Justice Bloc
2599,Candidate 2599,Female,Najaf,Renewal Front
2600,Candidate 2600,Female,Karbala,Unity Alliance
2601,Candidate 2601,Male,Dhi Qar,Renewal Front
2602,Candidate 2602,Female,Kirkuk,Unity Alliance
2603,Candidate 2603,Female,Dhi Qar,Justice Bloc
2604,Candidate 2604,Male,Najaf,Renewal Front
2605,Candidate 2605,Female,Najaf,Justice Bloc
2606,Candidate 2606,Male,Nineveh,People First
2607,Candidate 2607,Male,Najaf,People First
2608,Candidate 2608,Female,Karbala,Renewal Front
2609,Candidate 2609,Male,Anbar,People First
2610,Candidate 2610,Female,Nineveh,People First
2611,Candidate 2611,Female,Dhi Qar,People First
2612,Candidate 2612,Female,Nineveh,Renewal Front
2613,Candidate 2613,Male,Erbil,Unity Alliance
2614,Candidate 2614,Female,Nineveh,Progressive Movement
2615,Candidate 2615,Male,Nineveh,Renewal Front
2616,Candidate 2616,Female,Basra,Justice Bloc
2617,Candidate 2617,Female,Erbil,Progressive Movement
2618,Candidate 2618,Male,Kirkuk,Unity Alliance
2619,Candidate 2619,Male,Sulaymaniyah,People First
2620,Candidate 2620,Female,Nineveh,Progressive Movement
2621,Candidate 2621,Male,Basra,People First
2622,Candidate 2622,Female,Basra,Renewal Front
2623,Candidate 2623,Male,Basra,Renewal Front
2624,Candidate 2624,Male,Najaf,People First
2625,Candidate 2625,Female,Sulaymaniyah,Unity Alliance
2626,Candidate 2626,Female,Nineveh,Renewal Front
2627,Candidate 2627,Male,Baghdad,Justice Bloc
2628,Candidate 2628,Female,Basra,Unity Alliance
2629,Candidate 2629,Male,Kirkuk,Unity Alliance
2630,Candidate 2630,Male,Nineveh,Unity Alliance
2631,Candidate 2631,Male,Sulaymaniyah,Progressive Movement
2632,Candidate 2632,Female,Najaf,Renewal Front
2633,Candidate 2633,Female,Basra,Progressive Movement
2634,Candidate 2634,Female,Sulaymaniyah,Progressive Movement
2635,Candidate 2635,Male,Karbala,Justice Bloc
2636,Candidate 2636,Female,Baghdad,Progressive Movement
2637,Candidate 2637,Female,Sulaymaniyah,People First
2638,Candidate 2638,Male,Basra,People First
2639,Candidate 2639,Female,Dhi Qar,People First
2640,Candidate 2640,Male,Nineveh,Renewal Front
2641,Candidate 2641,Female,Karbala,Progressive Movement
2642,Candidate 2642,Female,Dhi Qar,Justice Bloc
2643,Candidate 2643,Female,Kirkuk,People First
2644,Candidate 2644,Male,Najaf,Progressive Movement
2645,Candidate 2645,Male,Kirkuk,Unity Alliance
2646,Candidate 2646,Male,Sulaymaniyah,People First
2647,Candidate 2647,Female,Nineveh,Justice Bloc
2648,Candidate 2648,Male,Dhi Qar,Unity Alliance
2649,Candidate 2649,Male,Anbar,Unity Alliance
2650,Candidate 2650,Female,Dhi Qar,Justice Bloc
2651,Candidate 2651,Female,Sulaymaniyah,People First
2652,Candidate 2652,Male,Erbil,Renewal Front
2653,Candidate 2653,Male,Dhi Qar,Justice Bloc
2654,Candidate 2654,Male,Kirkuk,Renewal Front
2655,Candidate 2655,Female,Sulaymaniyah,Justice Bloc
2656,Candidate 2656,Male,Erbil,Unity Alliance
2657,Candidate 2657,Male,Kirkuk,People First
2658,Candidate 2658,Female,Nineveh,Renewal Front
2659,Candidate 2659,Female,Karbala,Unity Alliance
2660,Candidate 2660,Female,Kirkuk,People First
2661,Candidate 2661,Male,Baghdad,Unity Alliance
2662,Candidate 2662,Female,Karbala,People First
2663,Candidate 2663,Female,Kirkuk,Unity Alliance
2664,Candidate 2664,Male,Sulaymaniyah,People First
2665,Candidate 2665,Female,Basra,Unity Alliance
2666,Candidate 2666,Male,Najaf,People First
2667,Candidate 2667,Male,Najaf,People First
2668,Candidate 2668,Male,Anbar,Renewal Front
2669,Candidate 2669,Male,Sulaymaniyah,People First
2670,Candidate 2670,Female,Anbar,Progressive Movement
2671,Candidate 2671,Female,Kirkuk,Progressive Movement
2672,Candidate 2672,Male,Sulaymaniyah,Renewal Front
2673,Candidate 2673,Male,Sulaymaniyah,Justice Bloc
2674,Candidate 2674,Male,Nineveh,Justice Bloc
2675,Candidate 2675,Female,Basra,Unity Alliance
2676,Candidate 2676,Male,Dhi Qar,Progressive Movement
2677,Candidate 2677,Female,Karbala,Justice Bloc
2678,Candidate 2678,Male,Sulaymaniyah,Renewal Front
2679,Candidate 2679,Female,Anbar,Renewal Front
2680,Candidate 2680,Female,Erbil,Renewal Front
2681,Candidate 2681,Female,Dhi Qar,Justice Bloc
2682,Candidate 2682,Female,Dhi Qar,Progressive Movement
2683,Candidate 2683,Male,Kirkuk,Progressive Movement
2684,Candidate 2684,Female,Najaf,Progressive Movement
2685,Candidate 2685,Male,Karbala,Justice Bloc
2686,Candidate 2686,Female,Baghdad,Progressive Movement
2687,Candidate 2687,Female,Basra,Renewal Front
2688,Candidate 2688,Female,Basra,Unity Alliance
2689,Candidate 2689,Female,Anbar,People First
2690,Candidate 2690,Male,Kirkuk,Progressive Movement
2691,Candidate 2691,Male,Sulaymaniyah,People First
2692,Candidate 2692,Female,Erbil,People First
2693,Candidate 2693,Female,Baghdad,Progressive Movement
2694,Candidate 2694,Male,Anbar,Justice Bloc
2695,Candidate 2695,Male,Erbil,People First
2696,Candidate 2696,Male,Nineveh,Justice Bloc
2697,Candidate 2697,Male,Basra,Renewal Front
2698,Candidate 2698,Female,Basra,Unity Alliance
2699,Candidate 2699,Female,Najaf,Renewal Front
2700,Candidate 2700,Female,Anbar,Justice Bloc
2701,Candidate 2701,Female,Dhi Qar,Justice Bloc
2702,Candidate 2702,Male,Nineveh,Renewal Front
2703,Candidate 2703,Female,Najaf,Justice Bloc
2704,Candidate 2704,Male,Sulaymaniyah,Unity Alliance
2705,Candidate 2705,Female,Dhi Qar,Progressive Movement
2706,Candidate 2706,Female,Sulaymaniyah,Renewal Front
2707,Candidate 2707,Male,Najaf,People First
2708,Candidate 2708,Male,Nineveh,Unity Alliance
2709,Candidate 2709,Female,Kirkuk,Unity Alliance
2710,Candidate 2710,Male,Karbala,Renewal Front
2711,Candidate 2711,Male,Anbar,Renewal Front
2712,Candidate 2712,Male,Najaf,Renewal Front
2713,Candidate 2713,Male,Basra,Renewal Front
2714,Candidate 2714,Male,Baghdad,People First
2715,Candidate 2715,Male,Karbala,Renewal Front
2716,Candidate 2716,Female,Basra,Renewal Front
2717,Candidate 2717,Female,Dhi Qar,Renewal Front
2718,Candidate 2718,Male,Najaf,Unity Alliance
2719,Candidate 2719,Female,Dhi Qar,Progressive Movement
2720,Candidate 2720,Female,Baghdad,Renewal Front
